Time, X, Y
0,342.5,322.5
0.02,342.5,321.5
0.0577609,342.5,321.5
0.0678918,342.5,321.5
0.071612,342.5,321.5
0.0758031,342.5,321.5
0.0793814,342.5,321.5
0.0832509,342.5,321.5
0.0875898,342.5,321.5
0.0911801,342.5,321.5
0.0955971,342.5,321.5
0.0996549,342.5,321.5
0.1029263,342.5,321.5
0.1128854,342.5,321.5
0.1170998,342.5,321.5
0.1199889,342.5,321.5
0.1226917,342.5,321.5
0.1279805,342.5,321.5
0.132711,342.5,321.5
0.1359605,342.5,321.5
0.1400173,342.5,321.5
0.1430718,342.5,321.5
0.1460926,342.5,321.5
0.1508669,342.5,321.5
0.1561324,342.5,321.5
0.1626473,342.5,321.5
0.1673475,342.5,321.5
0.1716112,342.5,321.5
0.1748635,342.5,321.5
0.1786179,342.5,321.5
0.1822405,342.5,321.5
0.1883183,342.5,321.5
0.1931524,342.5,321.5
0.1966561,342.5,321.5
0.1993349,342.5,321.5
0.2035492,342.5,321.5
0.2069803,342.5,321.5
0.2099929,342.5,321.5
0.2131603,342.5,321.5
0.217921,342.5,321.5
0.2220706,342.5,321.5
0.2262323,342.5,321.5
0.2300115,342.5,321.5
0.2337978,342.5,321.5
0.2368648,342.5,321.5
0.2407462,342.5,321.5
0.2457996,342.5,321.5
0.2507373,342.5,321.5
0.255157,342.5,321.5
0.259191,342.5,321.5
0.2626435,342.5,321.5
0.266984,342.5,321.5
0.2703276,342.5,321.5
0.2739447,342.5,321.5
0.27788,342.5,321.5
0.2822859,342.5,321.5
0.2855043,342.5,321.5
0.28977,342.5,321.5
0.2942154,342.5,321.5
0.2986105,342.5,321.5
0.3024697,342.5,321.5
0.3072259,342.5,321.5
0.3128587,342.5,321.5
0.3164068,342.5,321.5
0.3216687,342.5,321.5
0.3261399,342.5,321.5
0.3298879,342.5,321.5
0.334756,342.5,321.5
0.3395318,342.5,321.5
0.3435095,342.5,321.5
0.3489217,342.5,321.5
0.3532014,342.5,321.5
0.356407,342.5,321.5
0.3601957,342.5,321.5
0.3635159,342.5,321.5
0.3685861,342.5,321.5
0.3736101,342.5,321.5
0.3775132,342.5,321.5
0.3806322,342.5,321.5
0.3842536,342.5,321.5
0.3878276,342.5,321.5
0.3912402,342.5,321.5
0.3951752,342.5,321.5
0.3983655,342.5,321.5
0.4015457,342.5,321.5
0.4054743,342.5,321.5
0.41059,342.5,321.5
0.4138719,342.5,321.5
0.4175616,342.5,321.5
0.4211343,342.5,321.5
0.425419,342.5,321.5
0.4304773,342.5,321.5
0.4354907,342.5,321.5
0.4396614,342.5,321.5
0.4440384,342.5,321.5
0.4482779,342.5,321.5
0.451242,342.5,321.5
0.4543414,342.5,321.5
0.4586889,342.5,321.5
0.4630286,342.5,321.5
0.4671362,342.5,321.5
0.4718678,342.5,321.5
0.4756684,342.5,321.5
0.4796926,342.5,321.5
0.4832882,342.5,321.5
0.4873006,342.5,321.5
0.4905206,342.5,321.5
0.495578,342.5,321.5
0.49967,342.5,321.5
0.504175,342.5,321.5
0.5089436,342.5,321.5
0.5119422,342.5,321.5
0.5154867,342.5,321.5
0.5192081,342.5,321.5
0.5235514,342.5,321.5
0.5273736,342.5,321.5
0.5313688,342.5,321.5
0.5363109,342.5,321.5
0.5393345,342.5,321.5
0.5417592,342.5,321.5
0.5465471,342.5,321.5
0.5512885,342.5,321.5
0.5556733,342.5,321.5
0.5598187,342.5,321.5
0.564939,342.5,321.5
0.570546,342.5,321.5
0.5751317,342.5,321.5
0.5793648,342.5,321.5
0.5824291,342.5,321.5
0.5865188,342.5,321.5
0.5903225,342.5,321.5
0.5936505,342.5,321.5
0.5974998,342.5,321.5
0.6020079,342.5,321.5
0.6060162,342.5,321.5
0.6097209,342.5,321.5
0.6143278,342.5,321.5
0.6173911,342.5,321.5
0.6207248,342.5,321.5
0.6255057,342.5,321.5
0.6298092,342.5,321.5
0.6337548,342.5,321.5
0.6378936,342.5,321.5
0.6415194,342.5,321.5
0.6462311,342.5,321.5
0.6507725,342.5,321.5
0.6540475,342.5,321.5
0.6573283,342.5,321.5
0.6606987,342.5,321.5
0.6646678,342.5,321.5
0.6685537,342.5,321.5
0.6739084,342.5,321.5
0.6779658,342.5,321.5
0.6833048,342.5,321.5
0.6879801,342.5,321.5
0.6924779,342.5,321.5
0.6976829,342.5,321.5
0.7010945,342.5,321.5
0.7045775,342.5,321.5
0.7077597,342.5,321.5
0.7123496,342.5,321.5
0.7164918,342.5,321.5
0.7200607,342.5,321.5
0.7238112,342.5,321.5
0.727711,342.5,321.5
0.7310969,342.5,321.5
0.7352719,342.5,321.5
0.7395625,342.5,321.5
0.7442339,342.5,321.5
0.7474225,342.5,321.5
0.7515266,342.5,321.5
0.7564353,342.5,321.5
0.7595402,342.5,321.5
0.7632147,342.5,321.5
0.7671619,342.5,321.5
0.7718506,342.5,321.5
0.7753565,342.5,321.5
0.7795177,342.5,321.5
0.7829714,342.5,321.5
0.785848,342.5,321.5
0.7888953,342.5,321.5
0.7915456,342.5,321.5
0.805797,343.5,321.5
0.8106126,343.5,321.5
0.8147216,343.5,321.5
0.8177822,343.5,321.5
0.8219933,343.5,321.5
0.8254916,343.5,321.5
0.8290364,344.5,322
0.8317601,344.5,322
0.8346547,344.5,322
0.8382164,344.5,322
0.8428001,344.5,322
0.8468559,344.5,322
0.8495972,345,323.5
0.8540285,345,323.5
0.8570956,345,323.5
0.8607835,345,323.5
0.8637686,345,323.5
0.8663529,345,323.5
0.8706726,345,323.5
0.8735694,347.5,324
0.877032,347.5,324
0.8799426,347.5,324
0.8826562,347.5,324
0.886134,347.5,324
0.8905195,348.5,324
0.8946577,348.5,324
0.8998927,351,325
0.9033213,351,325
0.9075069,352,325
0.9116402,352,325
0.9162171,354.5,325.5
0.9194606,354.5,325.5
0.9238258,355.5,325.5
0.9268016,355.5,325.5
0.9313538,358,325.5
0.9360995,358,325.5
0.9397781,361,327
0.942815,361,327
0.9475927,363,328
0.9512853,363,328
0.9553524,366,328.5
0.9583431,366,328.5
0.9621491,368.5,328.5
0.9663546,368.5,328.5
0.9705743,372.5,329.5
0.9735039,372.5,329.5
0.9785437,373.5,329.5
0.982899,373.5,329.5
0.9885501,378,331
0.9930336,378,331
0.9969777,380,331
0.9999628,380,331
1.00363,384.5,333
1.00758,384.5,333
1.011022,386.5,333
1.013992,386.5,333
1.018436,390.5,333.5
1.021981,390.5,333.5
1.025206,390.5,333.5
1.028963,394.5,333.5
1.032459,394.5,333.5
1.035695,399,335.5
1.039521,399,335.5
1.043466,406,335.5
1.047138,406,335.5
1.051918,411.5,336.5
1.055798,411.5,336.5
1.059734,416,337.5
1.064015,416,337.5
1.068877,420,337.5
1.072197,420,337.5
1.076624,422,338
1.080651,422,338
1.084562,424.5,338
1.088114,424.5,338
1.091471,427.5,339.5
1.095226,427.5,339.5
1.099527,430.5,340.5
1.103389,430.5,340.5
1.108198,433,340.5
1.11233,433,340.5
1.117044,436,341
1.120402,436,341
1.124434,438,341
1.128716,438,341
1.132341,440,341
1.136392,440,341
1.140847,443,341
1.145593,445,341
1.151096,445,341
1.158165,446.5,341
1.163599,449.5,341
1.168615,449.5,341
1.175359,453.5,341
1.180286,457.5,341
1.183838,457.5,341
1.187745,461.5,341
1.190688,461.5,341
1.193605,467,341
1.197101,467,341
1.200412,467,341
1.204654,470.5,340
1.208316,470.5,340
1.212864,476.5,337
1.216559,476.5,337
1.221495,481,334.5
1.225052,481,334.5
1.229636,487,330.5
1.233453,487,330.5
1.236868,490.5,327.5
1.242869,495.5,324
1.24717,495.5,324
1.251713,500,321
1.256042,500,321
1.259823,503.5,318.5
1.26282,503.5,318.5
1.267791,509.5,314.5
1.271564,509.5,314.5
1.276063,514.5,310.5
1.28003,514.5,310.5
1.284306,516.5,309
1.288601,516.5,309
1.293455,521,305.5
1.298678,524.5,303
1.302719,524.5,303
1.306533,531.5,301
1.310439,531.5,301
1.314935,536.5,296
1.318862,536.5,296
1.323549,541.5,290
1.32776,541.5,290
1.332332,545,287.5
1.336288,545,287.5
1.340816,551,282
1.344311,551,282
1.348268,554.5,278.5
1.351908,554.5,278.5
1.357631,559.5,276
1.361632,561.5,273.5
1.366413,561.5,273.5
1.371318,567.5,269.5
1.37513,567.5,269.5
1.379233,571,267
1.38334,571,267
1.387049,576,262
1.390076,576,262
1.393648,576,262
1.397894,582,257
1.400704,582,257
1.404707,587,253
1.408827,587,253
1.413263,593,248
1.41746,593,248
1.42182,599,244
1.42635,604,240
1.430386,604,240
1.434636,611.5,233.5
1.438691,611.5,233.5
1.442419,615,229
1.44687,615,229
1.451524,624,222.5
1.45479,624,222.5
1.45921,632.5,217
1.462888,632.5,217
1.467491,641,212.5
1.471537,641,212.5
1.476154,652,208.5
1.480352,652,208.5
1.485552,664.5,202.5
1.490597,675.5,199.5
1.494333,675.5,199.5
1.499088,689.5,193.5
1.503065,689.5,193.5
1.507998,706.5,187
1.511407,706.5,187
1.5154,731.5,179
1.519419,731.5,179
1.523879,764,170.5
1.527929,764,170.5
1.532404,798,165.5
1.535555,798,165.5
1.540216,826.5,162.5
1.544268,826.5,162.5
1.548599,855.5,156
1.552116,855.5,156
1.556943,887,151
1.560533,887,151
1.564991,909.5,149.5
1.568652,909.5,149.5
1.573349,930,146.5
1.577793,949.5,146.5
1.582294,949.5,146.5
1.58695,964,146.5
1.590445,964,146.5
1.593366,964,146.5
1.597002,976,146.5
1.600754,976,146.5
1.604372,985,146.5
1.607803,985,146.5
1.611766,995,150.5
1.61552,995,150.5
1.61902,1002,154.5
1.622455,1002,154.5
1.627477,1008,160
1.630362,1008,160
1.63352,1008,160
1.636792,1012,164.5
1.640193,1012,164.5
1.644724,1014,171.5
1.648443,1014,171.5
1.652547,1014,178.5
1.656457,1014,178.5
1.660827,1014,185
1.665399,1014,185
1.670063,1014,195.5
1.673255,1014,195.5
1.676437,1014,206.5
1.679781,1014,206.5
1.684016,1008.5,222.5
1.688228,1008.5,222.5
1.691341,1000.5,237.5
1.694119,1000.5,237.5
1.697613,993,249
1.701215,993,249
1.705346,993,249
1.709116,980.5,268
1.712461,980.5,268
1.716018,967,283
1.719308,967,283
1.723199,956.5,297
1.726498,956.5,297
1.729344,956.5,297
1.732888,948,303.5
1.736935,948,303.5
1.741418,936,314.5
1.745206,936,314.5
1.748862,929,320.5
1.752573,929,320.5
1.756371,920.5,325
1.759789,920.5,325
1.763121,914.5,329
1.767076,914.5,329
1.770599,908.5,331
1.77448,908.5,331
1.778887,905.5,331
1.781591,905.5,331
1.786278,900,332.5
1.789514,900,332.5
1.793889,893.5,332.5
1.79851,893.5,332.5
1.801423,893.5,332.5
1.806056,888,332.5
1.810538,881.5,332.5
1.813958,881.5,332.5
1.816861,881.5,332.5
1.821046,873.5,332.5
1.825195,873.5,332.5
1.829924,866.5,332.5
1.833299,866.5,332.5
1.83828,857,331
1.842861,847.5,326.5
1.846199,847.5,326.5
1.849619,841.5,322.5
1.853427,841.5,322.5
1.857483,841.5,322.5
1.862001,832.5,317
1.865627,824,310.5
1.870897,824,310.5
1.87446,815.5,304
1.877721,815.5,304
1.880621,815.5,304
1.884512,804,297.5
1.887557,804,297.5
1.892025,792,292
1.896111,792,292
1.899576,779,283.5
1.902228,779,283.5
1.908102,766.5,278
1.91205,766.5,278
1.916476,750,270.5
1.920055,750,270.5
1.925191,737.5,265
1.928564,737.5,265
1.932989,719.5,257
1.936816,719.5,257
1.941037,703,252
1.945348,703,252
1.948981,683,245
1.95311,683,245
1.956725,666,238
1.960813,666,238
1.965707,644,232.5
1.969419,644,232.5
1.974417,620.5,228
1.97934,599,222
1.982945,599,222
1.987943,578,218
1.991787,578,218
1.997959,563,217
2.001842,546.5,215.5
2.005648,546.5,215.5
2.008825,546.5,215.5
2.012496,532,214.5
2.017426,532,214.5
2.022218,515,212
2.0266,498.5,212
2.029569,498.5,212
2.032926,498.5,212
2.037307,485.5,212
2.040636,485.5,212
2.044185,469,212
2.047324,469,212
2.05105,454.5,212
2.055625,454.5,212
2.060012,441.5,212
2.063725,441.5,212
2.067039,431,212
2.070873,431,212
2.075412,420,212
2.078628,420,212
2.082527,412,212
2.085958,412,212
2.09068,406.5,212.5
2.094779,406.5,212.5
2.099194,404.5,213.5
2.102174,404.5,213.5
2.107144,402,215.5
2.109977,402,215.5
2.112845,402,215.5
2.116393,401.5,216
2.120789,401.5,216
2.126254,401,219
2.130741,401,222
2.134203,401,222
2.138485,401,227
2.142205,401,227
2.146726,402.5,235
2.150381,402.5,235
2.154799,409,246.5
2.158679,409,246.5
2.1628,417,257.5
2.166399,417,257.5
2.170411,427.5,274.5
2.174043,427.5,274.5
2.177711,441,289.5
2.182242,441,289.5
2.187279,450,299.5
2.190629,450,299.5
2.194786,462.5,313.5
2.19861,462.5,313.5
2.203727,476.5,324
2.207708,476.5,324
2.210944,492.5,333
2.213789,492.5,333
2.217176,492.5,333
2.220922,503.5,338.5
2.225089,503.5,338.5
2.22859,514.5,342
2.232539,514.5,342
2.236025,525.5,343
2.241223,525.5,343
2.245272,536,343
2.24891,536,343
2.253295,544,343
2.256508,544,343
2.26094,549.5,343
2.263928,549.5,343
2.267554,555.5,339.5
2.271183,555.5,339.5
2.275256,563,330.5
2.278607,563,330.5
2.282675,571,319.5
2.287215,571,319.5
2.291843,577.5,309.5
2.295715,577.5,309.5
2.299869,586.5,293
2.304614,586.5,293
2.309185,600.5,271
2.312363,600.5,271
2.317114,615.5,244.5
2.321456,615.5,244.5
2.325484,626.5,219
2.330571,641.5,192.5
2.333925,641.5,192.5
2.33855,656.5,166
2.341569,656.5,166
2.346132,667,143
2.349885,667,143
2.354551,680,116.5
2.358939,680,116.5
2.362547,689.5,91.5
2.366817,689.5,91.5
2.370765,696.5,74.5
2.374586,696.5,74.5
2.378678,703,57
2.382212,703,57
2.38699,710.5,41.5
2.391004,710.5,41.5
2.396838,715,32
2.399703,715,32
2.403065,719.5,21
2.406462,719.5,21
2.409123,719.5,21
2.414966,723.5,12.5
2.419955,725.5,6.5
2.423495,725.5,6.5
2.427093,727,3.5
2.4312,727,3.5
2.435698,727.5,3
2.439714,727.5,3
2.44348,728.5,1.5
2.447124,728.5,1.5
2.451994,728.5,1.5
2.456732,728.5,1.5
2.461957,728.5,1.5
2.466699,731.5,2.5
2.47136,731.5,2.5
2.475675,733.5,8.5
2.479011,733.5,8.5
2.483135,737.5,17
2.487383,737.5,17
2.491571,742,28
2.494503,742,28
2.497419,742,28
2.501442,745.5,40
2.507155,750.5,56
2.511841,750.5,56
2.516128,755.5,72.5
2.519858,755.5,72.5
2.524934,763,97.5
2.529568,763,97.5
2.534347,769,119
2.537489,769,119
2.540712,775,143
2.544951,775,143
2.548563,784.5,168.5
2.552041,784.5,168.5
2.556419,792,190.5
2.560589,792,190.5
2.565684,796.5,214
2.569226,796.5,214
2.573576,803.5,236.5
2.576728,803.5,236.5
2.580358,809,253
2.585496,809,253
2.589638,810,267.5
2.592533,810,267.5
2.597907,812,277.5
2.602237,813,285.5
2.606573,813,285.5
2.610745,813,289.5
2.61464,813,289.5
2.619521,812,293
2.62317,812,293
2.627449,809.5,295
2.631258,809.5,295
2.635061,805.5,295
2.638739,805.5,295
2.642231,798.5,295
2.646069,798.5,295
2.650385,788,295
2.653903,788,295
2.656961,788,295
2.660331,776,293.5
2.664373,776,293.5
2.668812,763.5,286.5
2.671905,763.5,286.5
2.675755,740.5,277.5
2.679384,740.5,277.5
2.684178,719,263.5
2.687296,719,263.5
2.691832,696.5,246
2.694993,696.5,246
2.700075,677,231
2.705303,677,231
2.710044,656.5,212
2.714752,639,197.5
2.719892,639,197.5
2.724276,622.5,186.5
2.729007,622.5,186.5
2.735083,604,175
2.740426,586.5,168.5
2.743717,586.5,168.5
2.748673,570,163
2.753154,570,163
2.75787,556.5,160
2.762838,545.5,157.5
2.765682,545.5,157.5
2.771249,537.5,157.5
2.776172,537.5,157.5
2.781199,534.5,157.5
2.786001,534,157.5
2.790398,534,157.5
2.795033,533.5,157.5
2.798401,533.5,157.5
2.801732,533.5,157.5
2.805563,533.5,157.5
2.808932,533.5,157.5
2.812028,533.5,160.5
2.816545,533.5,160.5
2.820122,540,169
2.8247,540,169
2.829319,545.5,176.5
2.833692,553,186.5
2.838432,553,186.5
2.841418,553,186.5
2.846492,564.5,200
2.85036,578,215
2.853464,578,215
2.857583,592.5,227
2.860918,592.5,227
2.864953,592.5,227
2.868671,610,241.5
2.872325,610,241.5
2.875547,626.5,254
2.87839,626.5,254
2.882461,646,267.5
2.887711,646,267.5
2.890981,662,276.5
2.89526,662,276.5
2.899201,673,282
2.903579,673,282
2.908184,682.5,285.5
2.912744,682.5,285.5
2.916799,688.5,288.5
2.919789,688.5,288.5
2.923692,691.5,288.5
2.927068,691.5,288.5
2.931552,691.5,288.5
2.936016,691.5,288.5
2.939903,691.5,288.5
2.942623,691.5,288.5
2.947159,691.5,288.5
2.949974,691.5,288.5
2.952861,691.5,288.5
2.956573,692,288.5
2.960477,692,288.5
2.96512,689.5,283.5
2.968394,689.5,283.5
2.97421,681.5,273.5
2.978756,671,262
2.982435,671,262
2.986451,658.5,250.5
2.990678,658.5,250.5
2.994519,639.5,237.5
2.999334,639.5,237.5
3.004857,623,226.5
3.008582,623,226.5
3.013199,607.5,219
3.016394,607.5,219
3.021029,593,212.5
3.024261,593,212.5
3.029272,579,208
3.033381,579,208
3.038412,568,205.5
3.043584,560,205.5
3.04766,560,205.5
3.052876,552,205.5
3.056547,552,205.5
3.061144,546.5,205.5
3.065239,546.5,205.5
