Timestamp,3dX,3dY,3dZ,2dX,2dY,ScreenWidth,ScreenHeight
2024-05-04 19:33:34.809,-0.215107,-1.150808,2.935652,267.5,69.5,590,433
2024-05-04 19:33:34.818,-0.2292023,-1.150808,2.86738,265,66,590,433
2024-05-04 19:33:34.827,-0.2592769,-1.150808,2.820528,260.5,63.5,590,433
2024-05-04 19:33:34.836,-0.3075986,-1.150808,2.748666,253,59.5,590,433
2024-05-04 19:33:34.845,-0.3689513,-1.150808,2.688726,243.5,56,590,433
2024-05-04 19:33:34.855,-0.5365887,-1.150808,2.615398,218,51.5,590,433
2024-05-04 19:33:34.865,-0.6515727,-1.150808,2.615398,201.5,51.5,590,433
2024-05-04 19:33:34.873,-0.7665572,-1.150808,2.615398,185,51.5,590,433
2024-05-04 19:33:34.883,-0.8904195,-1.150808,2.631345,168,52.5,590,433
2024-05-04 19:33:34.895,-1.191169,-1.150808,2.820528,136.5,63.5,590,433
2024-05-04 19:33:34.904,-1.348083,-1.150808,2.976143,125,71.5,590,433
2024-05-04 19:33:34.912,-1.503301,-1.150808,3.196597,118.5,81.5,590,433
2024-05-04 19:33:34.923,-1.678387,-1.150808,3.480167,114,92.5,590,433
2024-05-04 19:33:34.933,-1.911141,-1.150808,3.941011,113,107,590,433
2024-05-04 19:33:34.941,-2.287103,-1.150808,4.716292,113,125,590,433
2024-05-04 19:33:34.949,-2.903127,-1.150808,6.121145,117,146,590,433
2024-05-04 19:33:34.958,-3.718151,-1.150808,8.06618,122,163,590,433
2024-05-04 19:33:35.121,-0.07186985,-1.150808,8.990435,292,168.5,590,433
2024-05-04 19:33:35.131,0.2203827,-1.150808,7.192343,306.5,156.5,590,433
2024-05-04 19:33:35.140,0.453455,-1.150808,6.078036,323,145.5,590,433
2024-05-04 19:33:35.153,0.6954069,-1.150808,5.168152,345.5,133,590,433
2024-05-04 19:33:35.160,0.7960358,-1.150808,5.106991,353.5,132,590,433
2024-05-04 19:33:35.170,0.8912864,-1.150808,5.106991,360.5,132,590,433
2024-05-04 19:33:35.178,0.9697361,-1.150808,5.199285,365,133.5,590,433
2024-05-04 19:33:35.187,1.093504,-1.137632,5.400001,371,137.5,590,433
2024-05-04 19:33:35.197,1.151053,-1.03683,5.400001,375,144.5,590,433
2024-05-04 19:33:35.205,1.201414,-0.9144264,5.400001,378.5,153,590,433
2024-05-04 19:33:35.214,1.230191,-0.7560219,5.400001,380.5,164,590,433
2024-05-04 19:33:35.222,1.258968,-0.5832165,5.400001,382.5,176,590,433
2024-05-04 19:33:35.325,-0.2038579,0.4533992,8.501003,286,236.5,590,433
2024-05-04 19:33:35.333,-0.7203512,0.4055409,8.448529,263,234.5,590,433
