Timestamp,3dX,3dY,3dZ,2dX,2dY,ScreenWidth,ScreenHeight
2024-05-04 19:34:15.977,590,433
2024-05-04 19:34:17.552,-5.660716,-1.150808,4.742206,-153,125.5,590,433
2024-05-04 19:34:17.564,-5.369842,-1.150808,4.448873,-158,119.5,590,433
2024-05-04 19:34:17.572,-5.151702,-1.150808,4.230791,-162,114.5,590,433
2024-05-04 19:34:17.581,-5.018941,-1.150808,4.090434,-165.5,111,590,433
2024-05-04 19:34:17.590,-4.884154,-1.150808,3.959089,-168,107.5,590,433
2024-05-04 19:34:17.598,-4.810735,-1.150808,3.870319,-171.5,105,590,433
2024-05-04 19:34:17.607,-4.775843,-1.150808,3.785444,-178.5,102.5,590,433
2024-05-04 19:34:17.617,-4.790972,-1.150808,3.785444,-180,102.5,590,433
2024-05-04 19:34:17.628,-4.796011,-1.150808,3.785444,-180.5,102.5,590,433
2024-05-04 19:34:17.636,-4.796011,-1.150808,3.785444,-180.5,102.5,590,433
2024-05-04 19:34:17.646,-4.796011,-1.150808,3.785444,-180.5,102.5,590,433
2024-05-04 19:34:17.656,-4.785928,-1.150808,3.785445,-179.5,102.5,590,433
2024-05-04 19:34:17.665,-4.881563,-1.150808,3.923098,-172,106.5,590,433
2024-05-04 19:34:17.676,-4.900221,-1.150808,4.033089,-161,109.5,590,433
2024-05-04 19:34:17.684,-4.899286,-1.150808,4.169474,-146,113,590,433
2024-05-04 19:34:17.694,-4.911348,-1.150808,4.337094,-130,117,590,433
2024-05-04 19:34:17.703,-4.838094,-1.150808,4.716292,-90,125,590,433
2024-05-04 19:34:17.713,-4.707329,-1.150808,4.768406,-75.5,126,590,433
2024-05-04 19:34:17.720,-4.618932,-1.150808,4.903872,-58.5,128.5,590,433
2024-05-04 19:34:17.728,-4.480383,-1.150808,4.960238,-44,129.5,590,433
2024-05-04 19:34:17.740,-4.417778,-1.150808,5.047258,-33.5,131,590,433
2024-05-04 19:34:17.748,-4.290019,-1.150808,5.047258,-24,131,590,433
2024-05-04 19:34:17.755,-4.182435,-1.150808,5.047258,-16,131,590,433
2024-05-04 19:34:17.765,-4.097951,-1.150808,5.017915,-11.5,130.5,590,433
2024-05-04 19:34:17.775,-3.997981,-1.150808,4.960238,-7.5,129.5,590,433
2024-05-04 19:34:17.784,-3.788061,-1.150808,4.794897,-1.5,126.5,590,433
2024-05-04 19:34:17.796,-3.648389,-1.150808,4.665304,1.5,124,590,433
2024-05-04 19:34:17.805,-3.547355,-1.150808,4.590858,5,122.5,590,433
2024-05-04 19:34:17.817,-3.27038,-1.150808,4.337093,12,117,590,433
2024-05-04 19:34:17.827,-3.170578,-1.150808,4.27268,16.5,115.5,590,433
2024-05-04 19:34:17.837,-3.101746,-1.150808,4.210151,18.5,114,590,433
2024-05-04 19:34:17.845,-3.056873,-1.150808,4.210152,22.5,114,590,433
2024-05-04 19:34:17.856,-2.91665,-1.150808,4.210152,35,114,590,433
2024-05-04 19:34:17.865,-2.909427,-1.150808,4.358995,44.5,117.5,590,433
2024-05-04 19:34:17.875,-2.868595,-1.150808,4.495214,55.5,120.5,590,433
2024-05-04 19:34:17.886,-2.852593,-1.150808,4.716292,68,125,590,433
2024-05-04 19:34:17.896,-2.82299,-1.150808,5.532571,103.5,138.5,590,433
2024-05-04 19:34:17.905,-2.849943,-1.150808,6.164867,121.5,146.5,590,433
2024-05-04 19:34:17.916,-2.916653,-1.150808,7.016921,139,155,590,433
2024-05-04 19:34:17.926,-3.02093,-1.150808,7.846196,150.5,161.5,590,433
2024-05-04 19:34:17.935,-1.71519,-0.6055071,4.681624,157.5,168,590,433
2024-05-04 19:34:17.944,-1.608323,-0.4723403,4.661118,165.5,178.5,590,433
2024-05-04 19:34:17.954,-1.605608,-0.4189372,4.689464,166.5,183,590,433
2024-05-04 19:34:17.963,-1.606866,-0.3657929,4.729947,167.5,187.5,590,433
2024-05-04 19:34:17.973,-1.627281,-0.3193451,4.79004,167.5,191.5,590,433
2024-05-04 19:34:18.103,-5.027177,-1.150808,6.690552,13,152,590,433
2024-05-04 19:34:18.111,-4.284409,-1.150808,5.497333,2.5,138,590,433
2024-05-04 19:34:18.120,-3.761951,-1.150808,4.690658,-6,124.5,590,433
2024-05-04 19:34:18.129,-3.410428,-1.150808,4.189716,-10.5,113.5,590,433
2024-05-04 19:34:18.138,-3.086133,-1.150808,3.736283,-15,101,590,433
2024-05-04 19:34:18.147,-2.860787,-1.150808,3.452326,-16,91.5,590,433
2024-05-04 19:34:18.156,-2.647585,-1.150808,3.184803,-17,81,590,433
2024-05-04 19:34:18.164,-2.54431,-1.150808,3.060572,-17,75.5,590,433
2024-05-04 19:34:18.173,-2.44879,-1.150808,2.94567,-17,70,590,433
2024-05-04 19:34:18.181,-2.419279,-1.150808,2.896246,-18.5,67.5,590,433
2024-05-04 19:34:18.192,-2.416154,-1.150808,2.820528,-26.5,63.5,590,433
2024-05-04 19:34:18.203,-2.418357,-1.150808,2.784133,-31,61.5,590,433
2024-05-04 19:34:18.212,-2.477706,-1.150808,2.784133,-39,61.5,590,433
2024-05-04 19:34:18.221,-2.537051,-1.150808,2.784134,-47,61.5,590,433
2024-05-04 19:34:18.229,-2.596397,-1.150808,2.784133,-55,61.5,590,433
2024-05-04 19:34:18.238,-2.719505,-1.150808,2.839084,-64.5,64.5,590,433
2024-05-04 19:34:18.248,-3.099724,-1.150808,3.017767,-90.5,73.5,590,433
2024-05-04 19:34:18.257,-3.428364,-1.150808,3.173093,-110.5,80.5,590,433
2024-05-04 19:34:18.268,-3.913066,-1.150808,3.411389,-135.5,90,590,433
2024-05-04 19:34:18.278,-4.437864,-1.150808,3.672686,-158.5,99,590,433
2024-05-04 19:34:18.288,-5.749164,-1.150808,4.403477,-195,118.5,590,433
2024-05-04 19:34:18.490,-4.441984,-1.150808,9.085068,111.5,169,590,433
2024-05-04 19:34:18.500,-3.615241,-1.150808,7.775511,120.5,161,590,433
2024-05-04 19:34:18.507,-3.122313,-1.150808,7.01692,128,155,590,433
2024-05-04 19:34:18.517,-2.804895,-1.150808,6.538496,134,150.5,590,433
2024-05-04 19:34:18.527,-2.363544,-1.150808,5.993621,147,144.5,590,433
2024-05-04 19:34:18.536,-2.20516,-1.150808,5.911516,155,143.5,590,433
