Timestamp,3dX,3dY,3dZ,2dX,2dY,ScreenWidth,ScreenHeight
2024-05-04 19:36:01.537,590,433
2024-05-04 19:36:03.251,-1.02751,-1.150808,9.181716,253,169.5,590,433
2024-05-04 19:36:03.259,-0.5467744,-1.150808,6.035534,261,145,590,433
2024-05-04 19:36:03.266,-0.271244,-1.150808,4.426059,272,119,590,433
2024-05-04 19:36:03.271,-0.271244,-1.150808,4.426059,272,119,590,433
2024-05-04 19:36:03.276,-0.1218061,-1.150808,3.657124,282.5,98.5,590,433
2024-05-04 19:36:03.281,-0.02106094,-1.150808,3.16147,292.5,80,590,433
2024-05-04 19:36:03.288,-0.02106094,-1.150808,3.16147,292.5,80,590,433
2024-05-04 19:36:03.295,0.04106569,-1.150808,2.802212,300.5,62.5,590,433
2024-05-04 19:36:03.302,0.06905746,-1.150808,2.591835,305,50,590,433
2024-05-04 19:36:03.308,0.08745193,-1.150808,2.431215,308.5,39,590,433
2024-05-04 19:36:03.317,0.08915758,-1.150808,2.307704,309.5,29.5,590,433
2024-05-04 19:36:03.324,0.08616257,-1.150808,2.230185,309.5,23,590,433
2024-05-04 19:36:03.332,0.08089256,-1.150808,2.168547,309,17.5,590,433
2024-05-04 19:36:03.339,0.05947304,-1.150808,2.125816,305.5,13.5,590,433
2024-05-04 19:36:03.346,0.01658392,-1.150808,2.074715,298,8.5,590,433
2024-05-04 19:36:03.353,-0.03533745,-1.150808,2.040381,288.5,5,590,433
2024-05-04 19:36:03.359,-0.03533745,-1.150808,2.040381,288.5,5,590,433
2024-05-04 19:36:03.366,-0.09381104,-1.150808,2.011845,277.5,2,590,433
2024-05-04 19:36:03.374,-0.1503234,-1.150808,1.979545,266.5,-1.5,590,433
2024-05-04 19:36:03.384,-0.2615623,-1.150808,1.943877,244.5,-5.5,590,433
2024-05-04 19:36:03.393,-0.3138261,-1.150808,1.930832,234,-7,590,433
2024-05-04 19:36:03.401,-0.3534012,-1.150808,1.922231,226,-8,590,433
2024-05-04 19:36:03.407,-0.3534012,-1.150808,1.922231,226,-8,590,433
2024-05-04 19:36:03.417,-0.4232206,-1.150808,1.913706,212,-9,590,433
2024-05-04 19:36:03.425,-0.4563637,-1.150808,1.913706,205.5,-9,590,433
2024-05-04 19:36:03.432,-0.4563637,-1.150808,1.913706,205.5,-9,590,433
2024-05-04 19:36:03.440,-0.4727092,-1.150808,1.917959,202.5,-8.5,590,433
2024-05-04 19:36:03.446,-0.5078874,-1.150808,1.93516,196.5,-6.5,590,433
2024-05-04 19:36:03.454,-0.5371103,-1.150808,1.957101,192,-4,590,433
2024-05-04 19:36:03.461,-0.5630221,-1.150808,1.984095,188.5,-1,590,433
2024-05-04 19:36:03.470,-0.6033254,-1.150808,2.03078,183.5,4,590,433
2024-05-04 19:36:03.478,-0.638185,-1.150808,2.064788,179,7.5,590,433
2024-05-04 19:36:03.485,-0.6658411,-1.150808,2.099955,176,11,590,433
2024-05-04 19:36:03.492,-0.6916089,-1.150808,2.13634,173.5,14.5,590,433
2024-05-04 19:36:03.500,-0.72192,-1.150808,2.185017,171,19,590,433
2024-05-04 19:36:03.507,-0.764565,-1.150808,2.24177,167,24,590,433
2024-05-04 19:36:03.513,-0.8000174,-1.150808,2.283285,163.5,27.5,590,433
2024-05-04 19:36:03.521,-0.8530006,-1.150808,2.345329,158.5,32.5,590,433
2024-05-04 19:36:03.528,-0.8854671,-1.150808,2.390807,156,36,590,433
2024-05-04 19:36:03.535,-0.8854671,-1.150808,2.390807,156,36,590,433
2024-05-04 19:36:03.542,-0.9277072,-1.150808,2.451936,153,40.5,590,433
2024-05-04 19:36:03.548,-0.9654584,-1.150808,2.516273,151,45,590,433
2024-05-04 19:36:03.555,-0.9889951,-1.150808,2.568695,150.5,48.5,590,433
2024-05-04 19:36:03.562,-1.013116,-1.150808,2.631345,150.5,52.5,590,433
2024-05-04 19:36:03.569,-1.038445,-1.150808,2.697129,150.5,56.5,590,433
2024-05-04 19:36:03.575,-1.038445,-1.150808,2.697129,150.5,56.5,590,433
2024-05-04 19:36:03.582,-1.054321,-1.150808,2.757448,151.5,60,590,433
2024-05-04 19:36:03.589,-1.06369,-1.150808,2.81134,153,63,590,433
2024-05-04 19:36:03.596,-1.060789,-1.150808,2.905998,158,68,590,433
2024-05-04 19:36:03.602,-1.045668,-1.150808,3.007252,164.5,73,590,433
2024-05-04 19:36:03.608,-1.016521,-1.150808,3.127107,173,78.5,590,433
2024-05-04 19:36:03.615,-1.016521,-1.150808,3.127107,173,78.5,590,433
2024-05-04 19:36:03.621,-0.9689598,-1.150808,3.232514,182.5,83,590,433
2024-05-04 19:36:03.628,-0.9117808,-1.150808,3.371411,193.5,88.5,590,433
2024-05-04 19:36:03.635,-0.8121834,-1.150808,3.424926,206,90.5,590,433
