Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:27.002
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:27.002
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:27.002
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:27.002
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:27.002
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:27.002
Sphere,-1.42,-0.67,5.08,0,0,0,2024-05-04 19:23:27.002
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:23:27.002
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:27.002
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:27.002
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:28.006
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:28.006
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:28.006
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:28.006
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:28.006
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:28.006
Sphere,-1.42,-0.67,5.08,0,0,0,2024-05-04 19:23:28.007
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:23:28.007
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:28.007
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:28.007
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:29.008
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:29.008
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:29.008
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:29.008
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:29.008
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:29.008
Sphere,-1.42,-0.67,5.08,0,0,0,2024-05-04 19:23:29.008
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:23:29.008
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:29.008
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:29.008
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:30.008
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:30.009
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:30.009
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:30.009
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:30.009
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:30.009
Sphere,-1.42,-0.67,5.08,0,0,0,2024-05-04 19:23:30.009
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:23:30.009
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:30.009
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:30.009
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:31.027
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:31.027
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:31.027
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:31.027
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:31.027
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:31.027
Sphere,-2.99,-0.67,5.08,0,0,0,2024-05-04 19:23:31.028
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:23:31.028
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:31.028
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:31.028
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:32.030
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:32.030
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:32.030
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:32.030
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:32.030
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:32.030
Sphere,-3.78,-0.67,5.08,0,0,0,2024-05-04 19:23:32.030
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:23:32.030
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:32.030
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:32.030
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:33.031
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:33.031
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:33.031
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:33.031
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:33.031
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:33.031
Sphere,-3.78,-0.67,5.08,0,0,0,2024-05-04 19:23:33.031
Cube,1.28,0.54,5.900001,0,0,0,2024-05-04 19:23:33.031
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:33.031
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:33.031
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:34.036
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:34.036
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:34.036
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:34.036
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:34.036
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:34.036
Sphere,-3.78,-0.67,5.08,0,0,0,2024-05-04 19:23:34.036
Cube,-1.28,0.8099999,5.900001,0,0,0,2024-05-04 19:23:34.036
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:34.036
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:34.036
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:23:35.037
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:23:35.037
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:23:35.037
Main Camera,0,0,0,0,0,0,2024-05-04 19:23:35.037
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:23:35.037
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:23:35.037
Sphere,-3.78,-0.67,5.08,0,0,0,2024-05-04 19:23:35.037
Cube,-2.39,0.8099999,5.900001,0,0,0,2024-05-04 19:23:35.037
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:23:35.037
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:23:35.037
