Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:15:30.278
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:15:30.278
Cube,6.62,0.18,-2.86,0,0,0,2024-05-04 19:15:30.278
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:15:30.278
Cursor,3.66752,0.3614402,-4.110425,0,0,0,2024-05-04 19:15:30.278
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:15:31.281
eye,4.82,1.686975,0.05,0,0,0,2024-05-04 19:15:31.281
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:15:31.281
Main Camera,5.34,1,-8.76,0,0,0,2024-05-04 19:15:31.281
Directional Light,0,3,0,50,330,0,2024-05-04 19:15:31.281
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:15:31.281
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:15:31.281
Cube,6.62,0.18,-2.86,0,0,0,2024-05-04 19:15:31.281
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:15:31.281
Cursor,-0.2922306,-0.1508079,-1.44575,0,0,0,2024-05-04 19:15:31.281
[Debug Updater],0,0,0,0,0,0,2024-05-04 19:15:32.286
eye,4.82,1.686975,0.05,0,0,0,2024-05-04 19:15:32.286
Sphere (1),0,1,-10,0,0,0,2024-05-04 19:15:32.286
Main Camera,5.34,1,-8.76,0,0,0,2024-05-04 19:15:32.286
Directional Light,0,3,0,50,330,0,2024-05-04 19:15:32.286
Global Volume,0.127,0,0,0,0,0,2024-05-04 19:15:32.286
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-04 19:15:32.286
Cube,6.62,0.18,-2.86,0,0,0,2024-05-04 19:15:32.286
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-04 19:15:32.286
Cursor,-0.2922306,-0.1508079,-1.44575,0,0,0,2024-05-04 19:15:32.286
