Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:25:51.861
Sphere,-1.42,-0.67,5.08,0,0,0,2024-05-04 19:25:51.861
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:25:51.861
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:25:51.861
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:25:51.861
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:25:52.861
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:25:52.861
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:25:52.861
Main Camera,0,0,0,0,0,0,2024-05-04 19:25:52.861
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:25:52.861
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:25:52.861
Sphere,-1.86,-0.67,5.08,0,0,0,2024-05-04 19:25:52.861
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:25:52.861
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:25:52.861
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:25:52.861
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:25:53.869
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:25:53.869
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:25:53.869
Main Camera,0,0,0,0,0,0,2024-05-04 19:25:53.869
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:25:53.869
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:25:53.869
Sphere,-3.15,-0.67,5.08,0,0,0,2024-05-04 19:25:53.869
Cube,1.28,-0.82,5.900001,0,0,0,2024-05-04 19:25:53.869
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:25:53.869
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:25:53.869
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:25:54.873
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:25:54.873
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:25:54.873
Main Camera,0,0,0,0,0,0,2024-05-04 19:25:54.873
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:25:54.873
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:25:54.873
Sphere,-3.15,-0.67,5.08,0,0,0,2024-05-04 19:25:54.873
Cube,1.28,-0.82,4,0,0,0,2024-05-04 19:25:54.873
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:25:54.873
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:25:54.873
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:25:55.879
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:25:55.879
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:25:55.879
Main Camera,0,0,0,0,0,0,2024-05-04 19:25:55.879
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:25:55.879
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:25:55.879
Sphere,-3.15,-0.67,5.08,0,0,0,2024-05-04 19:25:55.879
Cube,1.28,-0.82,2.74,0,0,0,2024-05-04 19:25:55.879
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:25:55.879
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:25:55.879
[Debug Updater],-5.34,-1,8.76,0,0,0,2024-05-04 19:25:56.880
eye,-0.52,0.6869754,8.81,0,0,0,2024-05-04 19:25:56.880
Sphere (1),-5.34,0,-1.24,0,0,0,2024-05-04 19:25:56.880
Main Camera,0,0,0,0,0,0,2024-05-04 19:25:56.880
Directional Light,-5.34,2,8.76,50,330,0,2024-05-04 19:25:56.880
Global Volume,-5.213,-1,8.76,0,0,0,2024-05-04 19:25:56.880
Sphere,-3.15,-0.67,5.08,0,0,0,2024-05-04 19:25:56.880
Cube,1.28,-0.82,2.74,0,0,0,2024-05-04 19:25:56.880
Plane,-0.8619146,-1.150808,4.387512,0,0,0,2024-05-04 19:25:56.880
Cursor,-1.752118,-0.8469859,5.268662,0,0,0,2024-05-04 19:25:56.880
