Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:28.745
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:28.745
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:28.745
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:29.747
Sphere (1),0.08984918,1.01714,-9.7,0,0,0,2024-05-03 14:19:29.747
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:29.747
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:29.748
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:29.748
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:29.748
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:29.748
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:29.748
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:29.748
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:30.749
Sphere (1),0.04958234,1.037889,-9.7,0,0,0,2024-05-03 14:19:30.749
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:30.749
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:30.749
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:30.749
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:30.749
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:30.749
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:30.749
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:30.749
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:31.754
Sphere (1),0.07572572,0.9849648,-9.7,0,0,0,2024-05-03 14:19:31.754
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:31.754
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:31.754
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:31.754
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:31.754
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:31.754
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:31.754
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:31.754
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:32.759
Sphere (1),0.2238717,1.023455,-9.7,0,0,0,2024-05-03 14:19:32.759
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:32.759
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:32.759
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:32.759
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:32.759
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:32.759
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:32.759
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:32.759
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:34.047
Sphere (1),0.2310783,1.023455,-9.7,0,0,0,2024-05-03 14:19:34.047
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:34.047
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:34.047
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:34.047
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:34.047
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:34.047
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:34.047
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:34.047
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:35.048
Sphere (1),0.2310783,1.023455,-9.7,0,0,0,2024-05-03 14:19:35.048
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:35.048
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:35.048
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:35.048
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:35.048
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:35.048
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:35.048
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:35.048
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:36.054
Sphere (1),0.2310783,1.023455,-9.7,0,0,0,2024-05-03 14:19:36.054
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:36.054
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:36.055
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:36.055
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:36.055
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:36.055
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:36.055
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:36.055
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:37.059
Sphere (1),0.1935169,1.021651,-9.7,0,0,0,2024-05-03 14:19:37.059
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:37.059
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:37.059
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:37.059
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:37.059
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:37.059
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:37.059
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:37.059
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:38.064
Sphere (1),0.01051722,1.047511,-9.7,0,0,0,2024-05-03 14:19:38.064
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:38.064
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:38.064
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:38.064
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:38.064
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:38.064
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:38.064
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:38.064
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:39.066
Sphere (1),-0.1977238,1.192751,-9.7,0,0,0,2024-05-03 14:19:39.066
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:39.066
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:39.066
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:39.066
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:39.066
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:39.066
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:39.066
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:39.066
[Debug Updater],0,0,0,0,0,0,2024-05-03 14:19:40.066
Sphere (1),-0.1851031,1.205079,-9.7,0,0,0,2024-05-03 14:19:40.066
Main Camera,0,1,-10,0,0,0,2024-05-03 14:19:40.066
Directional Light,0,3,0,50,330,0,2024-05-03 14:19:40.066
Global Volume,0.127,0,0,0,0,0,2024-05-03 14:19:40.067
Sphere,3.92,0.33,-3.68,0,0,0,2024-05-03 14:19:40.067
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 14:19:40.067
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 14:19:40.067
Cursor,3.587882,0.1530141,-3.491338,0,0,0,2024-05-03 14:19:40.067
