X,Y,Z
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-3.68
7.27,0.33,-2.21
7.27,0.33,-2.21
7.46,0.33,-2.18
7.46,0.33,-2.18
8.11,0.33,-2.18
8.11,0.33,-2.18
8.11,0.33,-6.02
8.11,0.33,-6.02

